step,x,y,z,energy
0,0.0,0.0,0.0,-1.804317646825489
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,-0.743773808124531
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,-0.5666776268759344
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,0.2714410544790073
4,4.444444444444445,4.444444444444445,4.444444444444445,0.5964811989122347
5,5.555555555555555,5.555555555555555,5.555555555555555,-1.60621098564803
6,6.666666666666667,6.666666666666667,6.666666666666667,1.6590200133042936
7,7.777777777777779,7.777777777777779,7.777777777777779,0.042339045020415154
8,8.88888888888889,8.88888888888889,8.88888888888889,-2.3766998231122156
9,10.0,10.0,10.0,-3.4713773374187853
