step,x,y,z,energy
0,0.0,0.0,0.0,-1.3731917229751949
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,-0.5292325820034514
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,0.5017496627409004
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,-1.5176935479584102
4,4.444444444444445,4.444444444444445,4.444444444444445,-0.64797997629055
5,5.555555555555555,5.555555555555555,5.555555555555555,-0.4982886282572191
6,6.666666666666667,6.666666666666667,6.666666666666667,-0.8723839464596258
7,7.777777777777779,7.777777777777779,7.777777777777779,0.9502853313362533
8,8.88888888888889,8.88888888888889,8.88888888888889,1.5128075548039264
9,10.0,10.0,10.0,1.080591956463962
