step,x,y,z,energy
0,0.0,0.0,0.0,-0.1924509585422005
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.0527125248076976
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,-2.01632066488881
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,0.5786107432571637
4,4.444444444444445,4.444444444444445,4.444444444444445,-0.3514967462277043
5,5.555555555555555,5.555555555555555,5.555555555555555,-0.48290634377321967
6,6.666666666666667,6.666666666666667,6.666666666666667,0.9769941566013856
7,7.777777777777779,7.777777777777779,7.777777777777779,1.011510306704537
8,8.88888888888889,8.88888888888889,8.88888888888889,0.6262884196117696
9,10.0,10.0,10.0,-1.934767181620244
