step,x,y,z,energy
0,0.0,0.0,0.0,-0.6312167442579029
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.3829776605469886
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,-0.9433145001934778
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,1.4301072612265537
4,4.444444444444445,4.444444444444445,4.444444444444445,0.30905717678121775
5,5.555555555555555,5.555555555555555,5.555555555555555,0.3402073055844695
6,6.666666666666667,6.666666666666667,6.666666666666667,-0.903306512403135
7,7.777777777777779,7.777777777777779,7.777777777777779,-0.08634992503124354
8,8.88888888888889,8.88888888888889,8.88888888888889,-1.1338703494079687
9,10.0,10.0,10.0,-1.3263946889946439
