step,x,y,z,energy
0,0.0,0.0,0.0,-1.6311053705441554
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.031249914542377747
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,0.4018157849212372
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,-0.2477150117079444
4,4.444444444444445,4.444444444444445,4.444444444444445,0.5006372958133296
5,5.555555555555555,5.555555555555555,5.555555555555555,1.122044858012208
6,6.666666666666667,6.666666666666667,6.666666666666667,-1.7318938719657042
7,7.777777777777779,7.777777777777779,7.777777777777779,0.525840814959078
8,8.88888888888889,8.88888888888889,8.88888888888889,-0.5399011841041435
9,10.0,10.0,10.0,0.4235717291385124
