step,x,y,z,energy
0,0.0,0.0,0.0,-0.11494774583939465
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.420993356251969
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,1.7629790673791743
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,-0.8015947475190768
4,4.444444444444445,4.444444444444445,4.444444444444445,-0.6259622599419233
5,5.555555555555555,5.555555555555555,5.555555555555555,0.9819031991497736
6,6.666666666666667,6.666666666666667,6.666666666666667,-1.1788325149227288
7,7.777777777777779,7.777777777777779,7.777777777777779,-2.267535093186312
8,8.88888888888889,8.88888888888889,8.88888888888889,1.2143650300700874
9,10.0,10.0,10.0,-0.28367932673576957
