step,x,y,z,energy
0,0.0,0.0,0.0,0.4414066779745529
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,-1.571291130533228
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,0.6915917293138504
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,-1.841877913717869
4,4.444444444444445,4.444444444444445,4.444444444444445,0.9113853483648554
5,5.555555555555555,5.555555555555555,5.555555555555555,-0.08031375949886221
6,6.666666666666667,6.666666666666667,6.666666666666667,1.8251603383387254
7,7.777777777777779,7.777777777777779,7.777777777777779,-1.5426077847920503
8,8.88888888888889,8.88888888888889,8.88888888888889,-0.161566090686712
9,10.0,10.0,10.0,-0.4471952541902703
