step,x,y,z,energy
0,0.0,0.0,0.0,-1.2086460885924448
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.5150604454298676
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,1.047911385021067
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,0.6100326869712783
4,4.444444444444445,4.444444444444445,4.444444444444445,0.1093392326366357
5,5.555555555555555,5.555555555555555,5.555555555555555,-1.1074850534714864
6,6.666666666666667,6.666666666666667,6.666666666666667,0.7704544286284845
7,7.777777777777779,7.777777777777779,7.777777777777779,-1.3013786579431286
8,8.88888888888889,8.88888888888889,8.88888888888889,0.2731703578520963
9,10.0,10.0,10.0,0.14168341128787285
