step,x,y,z,energy
0,0.0,0.0,0.0,0.7503933766641429
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.5492988073955423
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,-0.7939233628392247
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,1.3714820485265418
4,4.444444444444445,4.444444444444445,4.444444444444445,0.5623804078802427
5,5.555555555555555,5.555555555555555,5.555555555555555,-1.2906411283564334
6,6.666666666666667,6.666666666666667,6.666666666666667,-1.5468871513462497
7,7.777777777777779,7.777777777777779,7.777777777777779,-0.45374294193110937
8,8.88888888888889,8.88888888888889,8.88888888888889,0.5075193880629041
9,10.0,10.0,10.0,-0.10885998967810603
