step,x,y,z,energy
0,0.0,0.0,0.0,-1.9119300994491213
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.0598388719488756
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,-1.3487426686085904
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,1.5323978735212784
4,4.444444444444445,4.444444444444445,4.444444444444445,-0.4272777903288258
5,5.555555555555555,5.555555555555555,5.555555555555555,-0.3104608295890487
6,6.666666666666667,6.666666666666667,6.666666666666667,0.123269378570388
7,7.777777777777779,7.777777777777779,7.777777777777779,0.56576048208789
8,8.88888888888889,8.88888888888889,8.88888888888889,0.15567071199026364
9,10.0,10.0,10.0,1.2642132863547042
