step,x,y,z,energy
0,0.0,0.0,0.0,-1.3824946296264196
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,-0.24233762548677418
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,-1.3023342576101398
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,0.5107075686555308
4,4.444444444444445,4.444444444444445,4.444444444444445,1.413334031989686
5,5.555555555555555,5.555555555555555,5.555555555555555,-0.45147015149652103
6,6.666666666666667,6.666666666666667,6.666666666666667,0.9096925355093537
7,7.777777777777779,7.777777777777779,7.777777777777779,1.8623747031945417
8,8.88888888888889,8.88888888888889,8.88888888888889,1.3777381346097983
9,10.0,10.0,10.0,-0.6195718567730129
