step,x,y,z,energy
0,0.0,0.0,0.0,0.7750661200751955
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.05496954745140863
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,-1.5028357455562549
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,-1.1134977898601648
4,4.444444444444445,4.444444444444445,4.444444444444445,0.3654933877924013
5,5.555555555555555,5.555555555555555,5.555555555555555,-1.3490804928694358
6,6.666666666666667,6.666666666666667,6.666666666666667,0.7531295899927545
7,7.777777777777779,7.777777777777779,7.777777777777779,-1.3724399863453078
8,8.88888888888889,8.88888888888889,8.88888888888889,-0.2773353988625198
9,10.0,10.0,10.0,-0.19251174462117526
