step,x,y,z,energy
0,0.0,0.0,0.0,0.33667524810428284
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,-2.074174165142889
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,1.0332362415394012
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,1.2655740869792589
4,4.444444444444445,4.444444444444445,4.444444444444445,-0.8697646286453611
5,5.555555555555555,5.555555555555555,5.555555555555555,-0.9950185769932909
6,6.666666666666667,6.666666666666667,6.666666666666667,-0.5800623322450016
7,7.777777777777779,7.777777777777779,7.777777777777779,-0.10340942393946448
8,8.88888888888889,8.88888888888889,8.88888888888889,2.130139556399826
9,10.0,10.0,10.0,0.9647580893404823
