step,x,y,z,energy
0,0.0,0.0,0.0,0.7401190567771319
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,-1.808681357328567
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,0.9520527704698036
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,0.7709391574979815
4,4.444444444444445,4.444444444444445,4.444444444444445,-0.383639259271518
5,5.555555555555555,5.555555555555555,5.555555555555555,-0.2329341246718327
6,6.666666666666667,6.666666666666667,6.666666666666667,-0.54782702286336
7,7.777777777777779,7.777777777777779,7.777777777777779,0.6940826080392881
8,8.88888888888889,8.88888888888889,8.88888888888889,1.586346266814564
9,10.0,10.0,10.0,-0.586998349994872
