step,x,y,z,energy
0,0.0,0.0,0.0,-0.06488134960204339
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,-0.961691682913806
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,-0.7330130033833314
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,-0.36232324440736313
4,4.444444444444445,4.444444444444445,4.444444444444445,1.521532915860353
5,5.555555555555555,5.555555555555555,5.555555555555555,1.791774243792777
6,6.666666666666667,6.666666666666667,6.666666666666667,-0.7933138436307664
7,7.777777777777779,7.777777777777779,7.777777777777779,-1.0992917679854377
8,8.88888888888889,8.88888888888889,8.88888888888889,0.28817597353613783
9,10.0,10.0,10.0,-0.6652658135805372
