step,x,y,z,energy
0,0.0,0.0,0.0,0.7334680171298111
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,-0.20696249640386252
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,0.19911627505385576
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,-0.8296784642739876
4,4.444444444444445,4.444444444444445,4.444444444444445,0.6105697585706052
5,5.555555555555555,5.555555555555555,5.555555555555555,0.12226497023333366
6,6.666666666666667,6.666666666666667,6.666666666666667,-1.3196460908654084
7,7.777777777777779,7.777777777777779,7.777777777777779,0.14572488171146322
8,8.88888888888889,8.88888888888889,8.88888888888889,-1.610985646854487
9,10.0,10.0,10.0,-1.8217084950208664
