step,x,y,z,energy
0,0.0,0.0,0.0,1.6427577127582722
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,-1.663965881111978
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,1.454018865133293
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,0.9590659378270657
4,4.444444444444445,4.444444444444445,4.444444444444445,1.1630272274201765
5,5.555555555555555,5.555555555555555,5.555555555555555,0.21868271207813428
6,6.666666666666667,6.666666666666667,6.666666666666667,0.22059141888395167
7,7.777777777777779,7.777777777777779,7.777777777777779,-0.5347546325176076
8,8.88888888888889,8.88888888888889,8.88888888888889,-1.1656666530015212
9,10.0,10.0,10.0,0.9217582046673118
