step,x,y,z,energy
0,0.0,0.0,0.0,-0.4743105421996073
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.40411695662589714
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,0.17943937054390596
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,0.4707724130332917
4,4.444444444444445,4.444444444444445,4.444444444444445,0.8466954516158538
5,5.555555555555555,5.555555555555555,5.555555555555555,-0.538470738809699
6,6.666666666666667,6.666666666666667,6.666666666666667,-1.5649035034656067
7,7.777777777777779,7.777777777777779,7.777777777777779,1.1666482237878029
8,8.88888888888889,8.88888888888889,8.88888888888889,-0.14933697891493575
9,10.0,10.0,10.0,-1.397586256144907
