step,x,y,z,energy
0,0.0,0.0,0.0,0.4813090912762134
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.8712914734355726
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,-1.775600557457842
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,-0.5668515826914036
4,4.444444444444445,4.444444444444445,4.444444444444445,-1.0173072685450841
5,5.555555555555555,5.555555555555555,5.555555555555555,0.2860631081706887
6,6.666666666666667,6.666666666666667,6.666666666666667,-1.199027333715162
7,7.777777777777779,7.777777777777779,7.777777777777779,2.344549154724526
8,8.88888888888889,8.88888888888889,8.88888888888889,-0.6467133697860379
9,10.0,10.0,10.0,1.691136141907797
