step,x,y,z,energy
0,0.0,0.0,0.0,-0.7767938540063374
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,-0.645903462359028
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,-0.8633522654680842
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,0.11758630592575432
4,4.444444444444445,4.444444444444445,4.444444444444445,-0.7601389934483733
5,5.555555555555555,5.555555555555555,5.555555555555555,-1.4372530476536363
6,6.666666666666667,6.666666666666667,6.666666666666667,-1.9524341728127899
7,7.777777777777779,7.777777777777779,7.777777777777779,-0.22181549636610373
8,8.88888888888889,8.88888888888889,8.88888888888889,-0.6151151106477538
9,10.0,10.0,10.0,-0.6735885869964765
