step,x,y,z,energy
0,0.0,0.0,0.0,-2.150387134813238
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,-0.5038639298503838
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,0.08504243117171169
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,0.15503809760710285
4,4.444444444444445,4.444444444444445,4.444444444444445,0.5552375651600612
5,5.555555555555555,5.555555555555555,5.555555555555555,2.064417925749449
6,6.666666666666667,6.666666666666667,6.666666666666667,-0.009745288911242959
7,7.777777777777779,7.777777777777779,7.777777777777779,0.15070442153681976
8,8.88888888888889,8.88888888888889,8.88888888888889,-0.4829027470679606
9,10.0,10.0,10.0,0.6575346735895862
