step,x,y,z,energy
0,0.0,0.0,0.0,0.3341673913106051
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,2.1187013310525615
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,-0.04810575102870827
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,0.6755662281997482
4,4.444444444444445,4.444444444444445,4.444444444444445,-0.2361069251725188
5,5.555555555555555,5.555555555555555,5.555555555555555,0.9436688421307876
6,6.666666666666667,6.666666666666667,6.666666666666667,-0.8122621842394137
7,7.777777777777779,7.777777777777779,7.777777777777779,1.133582891864988
8,8.88888888888889,8.88888888888889,8.88888888888889,-1.3414577107731989
9,10.0,10.0,10.0,-0.5392331235687585
