step,x,y,z,energy
0,0.0,0.0,0.0,0.10374088405335737
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.597079881164929
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,0.029898713648396618
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,0.32513632617013905
4,4.444444444444445,4.444444444444445,4.444444444444445,-0.19659136947796152
5,5.555555555555555,5.555555555555555,5.555555555555555,-0.8944879105772892
6,6.666666666666667,6.666666666666667,6.666666666666667,0.7029454985839133
7,7.777777777777779,7.777777777777779,7.777777777777779,-0.8557080427445172
8,8.88888888888889,8.88888888888889,8.88888888888889,0.4169120289810745
9,10.0,10.0,10.0,-1.0579806830372458
