step,x,y,z,energy
0,0.0,0.0,0.0,0.7981122065793936
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.2495406224293832
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,-0.19777865502920602
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,-1.1374107008214223
4,4.444444444444445,4.444444444444445,4.444444444444445,-0.1813724659917001
5,5.555555555555555,5.555555555555555,5.555555555555555,-0.7249758109635269
6,6.666666666666667,6.666666666666667,6.666666666666667,1.4745948284750865
7,7.777777777777779,7.777777777777779,7.777777777777779,-1.7964295042378151
8,8.88888888888889,8.88888888888889,8.88888888888889,1.877755632223119
9,10.0,10.0,10.0,0.3396551114061012
