step,x,y,z,energy
0,0.0,0.0,0.0,1.3600099852523464
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,-0.6310231912011857
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,-0.43974718488218534
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,1.1666717954608963
4,4.444444444444445,4.444444444444445,4.444444444444445,0.25814832621209705
5,5.555555555555555,5.555555555555555,5.555555555555555,-0.8029499022542996
6,6.666666666666667,6.666666666666667,6.666666666666667,-0.0451484383215969
7,7.777777777777779,7.777777777777779,7.777777777777779,-0.32295499782258236
8,8.88888888888889,8.88888888888889,8.88888888888889,-0.7460279905695297
9,10.0,10.0,10.0,0.6241404689525117
