step,x,y,z,energy
0,0.0,0.0,0.0,-0.03492957052341445
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,-1.5369644666423945
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,-2.4208467728258936
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,0.1566712043875599
4,4.444444444444445,4.444444444444445,4.444444444444445,-1.917976977295956
5,5.555555555555555,5.555555555555555,5.555555555555555,-1.2202595706177306
6,6.666666666666667,6.666666666666667,6.666666666666667,0.6717579821111367
7,7.777777777777779,7.777777777777779,7.777777777777779,-0.5462613674396842
8,8.88888888888889,8.88888888888889,8.88888888888889,1.4088468665967473
9,10.0,10.0,10.0,0.3018742288552446
