step,x,y,z,energy
0,0.0,0.0,0.0,-1.5182764820336156
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,-0.3823679326951244
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,1.9937802281877788
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,-0.3494723659798722
4,4.444444444444445,4.444444444444445,4.444444444444445,0.929227355537588
5,5.555555555555555,5.555555555555555,5.555555555555555,0.6199385526318155
6,6.666666666666667,6.666666666666667,6.666666666666667,-0.5522570503243052
7,7.777777777777779,7.777777777777779,7.777777777777779,1.2752128638533144
8,8.88888888888889,8.88888888888889,8.88888888888889,-0.6480647936041006
9,10.0,10.0,10.0,-0.5195386076264632
