step,x,y,z,energy
0,0.0,0.0,0.0,-0.33092024245959123
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,-2.044220994803025
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,-1.0617345094308217
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,0.44207750318553096
4,4.444444444444445,4.444444444444445,4.444444444444445,0.4554768099824507
5,5.555555555555555,5.555555555555555,5.555555555555555,-1.9500650699994935
6,6.666666666666667,6.666666666666667,6.666666666666667,-0.607574011533125
7,7.777777777777779,7.777777777777779,7.777777777777779,0.5489876192286565
8,8.88888888888889,8.88888888888889,8.88888888888889,-0.061799143194054114
9,10.0,10.0,10.0,-0.6382708756326617
