step,x,y,z,energy
0,0.0,0.0,0.0,-0.5724589563976528
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.8312140354797158
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,-0.6400433494728368
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,-0.5008098891459061
4,4.444444444444445,4.444444444444445,4.444444444444445,-0.17449910518183526
5,5.555555555555555,5.555555555555555,5.555555555555555,-1.280443917802861
6,6.666666666666667,6.666666666666667,6.666666666666667,-0.8236252438326628
7,7.777777777777779,7.777777777777779,7.777777777777779,-1.3404913348377667
8,8.88888888888889,8.88888888888889,8.88888888888889,1.8919861548540897
9,10.0,10.0,10.0,-0.40485062757262524
