step,x,y,z,energy
0,0.0,0.0,0.0,-2.294043753816539
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,-0.4911428762985761
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,-1.1888679579189327
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,-0.22398019411897677
4,4.444444444444445,4.444444444444445,4.444444444444445,0.3089283409233951
5,5.555555555555555,5.555555555555555,5.555555555555555,-0.5837659014224053
6,6.666666666666667,6.666666666666667,6.666666666666667,1.5057977771047792
7,7.777777777777779,7.777777777777779,7.777777777777779,-0.7412401628503802
8,8.88888888888889,8.88888888888889,8.88888888888889,-1.5878186724245384
9,10.0,10.0,10.0,0.7885945483386003
