step,x,y,z,energy
0,0.0,0.0,0.0,-1.4472629524314347
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,-1.7654737379076917
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,-0.9675366501117982
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,2.795017843759149
4,4.444444444444445,4.444444444444445,4.444444444444445,-1.6659792004530052
5,5.555555555555555,5.555555555555555,5.555555555555555,0.08661118214607995
6,6.666666666666667,6.666666666666667,6.666666666666667,0.11234760069330359
7,7.777777777777779,7.777777777777779,7.777777777777779,0.05846997668505483
8,8.88888888888889,8.88888888888889,8.88888888888889,-0.08335837050339276
9,10.0,10.0,10.0,-0.36487550437252697
