step,x,y,z,energy
0,0.0,0.0,0.0,0.13413712836833006
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.7770452226938113
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,-1.1145299912818178
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,-0.17261315825791712
4,4.444444444444445,4.444444444444445,4.444444444444445,0.7802272130003692
5,5.555555555555555,5.555555555555555,5.555555555555555,-0.04112520298313274
6,6.666666666666667,6.666666666666667,6.666666666666667,0.06393704084708735
7,7.777777777777779,7.777777777777779,7.777777777777779,-0.2904407693554347
8,8.88888888888889,8.88888888888889,8.88888888888889,-0.2268378618508842
9,10.0,10.0,10.0,0.039261121054185694
