step,x,y,z,energy
0,0.0,0.0,0.0,-0.9288225102172858
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.3588282204768421
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,-0.5342450728472714
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,-0.1637829544971098
4,4.444444444444445,4.444444444444445,4.444444444444445,-0.6394781275122021
5,5.555555555555555,5.555555555555555,5.555555555555555,0.9843970740497354
6,6.666666666666667,6.666666666666667,6.666666666666667,1.1726248269130943
7,7.777777777777779,7.777777777777779,7.777777777777779,0.9858001640831454
8,8.88888888888889,8.88888888888889,8.88888888888889,-0.09871775311222888
9,10.0,10.0,10.0,1.2185493408688846
