step,x,y,z,energy
0,0.0,0.0,0.0,-0.2738373048184475
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,-0.5135733218594393
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,-1.7888371846883289
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,-0.06421662735948463
4,4.444444444444445,4.444444444444445,4.444444444444445,-1.389158192008572
5,5.555555555555555,5.555555555555555,5.555555555555555,0.9963461730009812
6,6.666666666666667,6.666666666666667,6.666666666666667,0.3156847255059549
7,7.777777777777779,7.777777777777779,7.777777777777779,1.734282921778811
8,8.88888888888889,8.88888888888889,8.88888888888889,-0.36956423279598954
9,10.0,10.0,10.0,-0.7160400753822316
