step,x,y,z,energy
0,0.0,0.0,0.0,2.1475791069435526
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,-1.0648840932828731
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,-0.2775252146579728
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,1.4213566353771898
4,4.444444444444445,4.444444444444445,4.444444444444445,0.5678401185355759
5,5.555555555555555,5.555555555555555,5.555555555555555,-0.770110886510345
6,6.666666666666667,6.666666666666667,6.666666666666667,-2.2043931474575835
7,7.777777777777779,7.777777777777779,7.777777777777779,-0.22287925032169964
8,8.88888888888889,8.88888888888889,8.88888888888889,1.3562615766204298
9,10.0,10.0,10.0,-0.12350456008119948
