step,x,y,z,energy
0,0.0,0.0,0.0,-1.2185910056675
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,-1.1759068664961385
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,1.587649774871149
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,0.4922934988091969
4,4.444444444444445,4.444444444444445,4.444444444444445,3.3000663805868578
5,5.555555555555555,5.555555555555555,5.555555555555555,-0.5021578547485936
6,6.666666666666667,6.666666666666667,6.666666666666667,1.5968546599099784
7,7.777777777777779,7.777777777777779,7.777777777777779,-0.3323249277950408
8,8.88888888888889,8.88888888888889,8.88888888888889,-1.4485003878777043
9,10.0,10.0,10.0,1.2206872700418725
