step,x,y,z,energy
0,0.0,0.0,0.0,0.12921514372340384
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,-0.7711618383778039
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,-0.6368978008387647
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,0.20119198295729865
4,4.444444444444445,4.444444444444445,4.444444444444445,-0.4573303901217702
5,5.555555555555555,5.555555555555555,5.555555555555555,-0.3047164432225474
6,6.666666666666667,6.666666666666667,6.666666666666667,0.5605924330360811
7,7.777777777777779,7.777777777777779,7.777777777777779,-0.5360736021244131
8,8.88888888888889,8.88888888888889,8.88888888888889,1.2707148444304148
9,10.0,10.0,10.0,0.9086618155756185
