step,x,y,z,energy
0,0.0,0.0,0.0,0.09761271223179166
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,-0.5694115327276323
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,0.19702502079992515
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,1.2215640387810376
4,4.444444444444445,4.444444444444445,4.444444444444445,-0.994615252192952
5,5.555555555555555,5.555555555555555,5.555555555555555,1.8575845250979266
6,6.666666666666667,6.666666666666667,6.666666666666667,-1.1415938192680832
7,7.777777777777779,7.777777777777779,7.777777777777779,-2.9678658529935684
8,8.88888888888889,8.88888888888889,8.88888888888889,-0.6709948211150937
9,10.0,10.0,10.0,0.502545029835551
