step,x,y,z,energy
0,0.0,0.0,0.0,1.3277862535451121
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.06711541799893748
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,0.025547410434146427
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,1.083934510140385
4,4.444444444444445,4.444444444444445,4.444444444444445,1.0735111513626245
5,5.555555555555555,5.555555555555555,5.555555555555555,-0.584443357563151
6,6.666666666666667,6.666666666666667,6.666666666666667,0.1693938741868364
7,7.777777777777779,7.777777777777779,7.777777777777779,-0.986808102612966
8,8.88888888888889,8.88888888888889,8.88888888888889,-0.02484903295910207
9,10.0,10.0,10.0,0.2737234257414066
