step,x,y,z,energy
0,0.0,0.0,0.0,-1.3734612553169172
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,-1.8375997764619352
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,1.4499994274136407
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,-0.3597396525450501
4,4.444444444444445,4.444444444444445,4.444444444444445,1.386693418544089
5,5.555555555555555,5.555555555555555,5.555555555555555,-2.159561800425016
6,6.666666666666667,6.666666666666667,6.666666666666667,-1.5597056054896614
7,7.777777777777779,7.777777777777779,7.777777777777779,0.5689229198927854
8,8.88888888888889,8.88888888888889,8.88888888888889,0.10965995309537019
9,10.0,10.0,10.0,0.6155843717874657
