step,x,y,z,energy
0,0.0,0.0,0.0,-0.19624199241550627
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.9710987854658868
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,-1.3821652475302642
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,-0.07907669272771066
4,4.444444444444445,4.444444444444445,4.444444444444445,0.7390532230083963
5,5.555555555555555,5.555555555555555,5.555555555555555,1.863968947103806
6,6.666666666666667,6.666666666666667,6.666666666666667,0.7875517651103371
7,7.777777777777779,7.777777777777779,7.777777777777779,1.0779445649750736
8,8.88888888888889,8.88888888888889,8.88888888888889,1.5959832827158356
9,10.0,10.0,10.0,0.3909291729403035
