step,x,y,z,energy
0,0.0,0.0,0.0,1.1267319955014774
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.4532799364425377
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,-1.6811947162719307
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,0.21873374816869529
4,4.444444444444445,4.444444444444445,4.444444444444445,0.5838999675797767
5,5.555555555555555,5.555555555555555,5.555555555555555,1.3243735258063702
6,6.666666666666667,6.666666666666667,6.666666666666667,-1.652379560937584
7,7.777777777777779,7.777777777777779,7.777777777777779,-0.040202830359271496
8,8.88888888888889,8.88888888888889,8.88888888888889,-1.4657762126845062
9,10.0,10.0,10.0,-1.825403572702884
