step,x,y,z,energy
0,0.0,0.0,0.0,2.140612442471355
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,-0.5376871176394128
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,-0.29791631569904675
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,0.36746500664578685
4,4.444444444444445,4.444444444444445,4.444444444444445,0.452425290136402
5,5.555555555555555,5.555555555555555,5.555555555555555,0.7152492413084923
6,6.666666666666667,6.666666666666667,6.666666666666667,-0.9846184185497053
7,7.777777777777779,7.777777777777779,7.777777777777779,-0.5337209400440885
8,8.88888888888889,8.88888888888889,8.88888888888889,-0.4242768238300981
9,10.0,10.0,10.0,1.1633464193876561
