step,x,y,z,energy
0,0.0,0.0,0.0,-0.15430564220689633
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,-0.30837135223802736
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,-0.08905025730464142
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,0.7070768311802257
4,4.444444444444445,4.444444444444445,4.444444444444445,0.047078760481383895
5,5.555555555555555,5.555555555555555,5.555555555555555,0.10948380026629854
6,6.666666666666667,6.666666666666667,6.666666666666667,1.178990075324276
7,7.777777777777779,7.777777777777779,7.777777777777779,0.4094316978799796
8,8.88888888888889,8.88888888888889,8.88888888888889,1.7715516461636966
9,10.0,10.0,10.0,-0.31302448380254044
