step,x,y,z,energy
0,0.0,0.0,0.0,-0.29083258116887045
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,-0.6702177501584953
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,0.10926422159667194
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,-1.680233642026388
4,4.444444444444445,4.444444444444445,4.444444444444445,-1.213988025598626
5,5.555555555555555,5.555555555555555,5.555555555555555,-0.4400064282405509
6,6.666666666666667,6.666666666666667,6.666666666666667,0.04109158772262899
7,7.777777777777779,7.777777777777779,7.777777777777779,0.41438156807455817
8,8.88888888888889,8.88888888888889,8.88888888888889,0.6567441487312867
9,10.0,10.0,10.0,0.22598720684255136
