step,x,y,z,energy
0,0.0,0.0,0.0,-1.1732290537435022
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,-0.25725418314837467
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,-1.5923128700477267
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,-1.0203556960487603
4,4.444444444444445,4.444444444444445,4.444444444444445,1.1457791071816985
5,5.555555555555555,5.555555555555555,5.555555555555555,-1.1151105179573244
6,6.666666666666667,6.666666666666667,6.666666666666667,-0.12307414734187956
7,7.777777777777779,7.777777777777779,7.777777777777779,1.1362812555297657
8,8.88888888888889,8.88888888888889,8.88888888888889,1.2091907327665703
9,10.0,10.0,10.0,-0.12852040979422077
