step,x,y,z,energy
0,0.0,0.0,0.0,-0.2362169573278654
1,1.1111111111111112,1.1111111111111112,1.1111111111111112,-1.6823615716862144
2,2.2222222222222223,2.2222222222222223,2.2222222222222223,-1.1887469506787218
3,3.3333333333333335,3.3333333333333335,3.3333333333333335,0.7718712274863151
4,4.444444444444445,4.444444444444445,4.444444444444445,0.32531748824560985
5,5.555555555555555,5.555555555555555,5.555555555555555,-0.6240210821445338
6,6.666666666666667,6.666666666666667,6.666666666666667,1.0784427221475492
7,7.777777777777779,7.777777777777779,7.777777777777779,-0.7296654830602083
8,8.88888888888889,8.88888888888889,8.88888888888889,-0.47519666707386915
9,10.0,10.0,10.0,0.7735601499427562
